epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,18236.3,0.55832,0.54795,1.11214,0.87387,0.84912,0.91763,0.80969,0.54672,0.65665,1.08728,0.00020856,0.00020856,0.00020856
128,18370.3,0.55293,0.54773,1.11454,0.87101,0.84826,0.91608,0.80863,0.54689,0.65812,1.08756,0.00020564,0.00020564,0.00020564
129,18504.8,0.55058,0.53982,1.10375,0.87491,0.84833,0.91598,0.80895,0.54698,0.65826,1.08807,0.000202724,0.000202724,0.000202724
130,18645.6,0.55184,0.54229,1.11134,0.85578,0.8663,0.91604,0.80938,0.54751,0.65773,1.08912,0.000199811,0.000199811,0.000199811
131,18784.3,0.54606,0.53249,1.10369,0.87979,0.84175,0.91589,0.80777,0.54768,0.65608,1.08979,0.000196903,0.000196903,0.000196903
132,18917.7,0.54404,0.53376,1.10347,0.88227,0.84022,0.91628,0.80861,0.54776,0.65617,1.09025,0.000194001,0.000194001,0.000194001
133,19052.7,0.55771,0.5543,1.1139,0.88168,0.83793,0.91601,0.80739,0.54697,0.65567,1.08987,0.000191103,0.000191103,0.000191103
134,19185.9,0.55327,0.53872,1.10757,0.88167,0.83896,0.91615,0.80738,0.54656,0.65483,1.08968,0.000188212,0.000188212,0.000188212
135,19319.2,0.54985,0.54061,1.10599,0.88327,0.84,0.91611,0.80729,0.54666,0.65492,1.08958,0.000185327,0.000185327,0.000185327
136,19452.6,0.54569,0.53193,1.10374,0.87237,0.84681,0.91619,0.80726,0.54622,0.65418,1.08902,0.000182449,0.000182449,0.000182449
137,19585.7,0.54512,0.52739,1.10151,0.87594,0.84509,0.91641,0.80737,0.54628,0.65617,1.08843,0.000179579,0.000179579,0.000179579
138,19725.7,0.5443,0.53364,1.10129,0.88585,0.83902,0.91666,0.80751,0.54669,0.65464,1.08934,0.000176716,0.000176716,0.000176716
139,19867.1,0.54584,0.52834,1.09552,0.88723,0.8401,0.9167,0.8075,0.54605,0.65478,1.08879,0.000173862,0.000173862,0.000173862
140,20007,0.54428,0.53041,1.10327,0.88852,0.84102,0.91688,0.80805,0.5455,0.65194,1.08846,0.000171017,0.000171017,0.000171017
141,20137.3,0.53934,0.52354,1.09861,0.8858,0.84465,0.91703,0.80881,0.54541,0.65212,1.0887,0.000168182,0.000168182,0.000168182
142,20373.8,0.53754,0.52707,1.09619,0.88477,0.84598,0.91691,0.80849,0.54532,0.65283,1.08879,0.000165356,0.000165356,0.000165356
143,20534.4,0.53151,0.51071,1.09246,0.88325,0.84609,0.91692,0.80844,0.54496,0.65386,1.08887,0.000162541,0.000162541,0.000162541
144,20669,0.53992,0.51508,1.09828,0.8826,0.8457,0.91676,0.80736,0.54481,0.65329,1.08891,0.000159737,0.000159737,0.000159737
145,20805.5,0.53183,0.50543,1.09122,0.88595,0.84491,0.91686,0.80776,0.54487,0.6533,1.089,0.000156944,0.000156944,0.000156944
146,20942.8,0.52997,0.51195,1.09467,0.88931,0.83855,0.9167,0.80781,0.54505,0.65411,1.08939,0.000154163,0.000154163,0.000154163
147,21111.7,0.53236,0.51808,1.09521,0.89042,0.8371,0.91685,0.8083,0.5452,0.65524,1.08968,0.000151394,0.000151394,0.000151394
148,21245.5,0.53291,0.51556,1.093,0.89103,0.83738,0.91695,0.80822,0.54534,0.65477,1.09004,0.000148638,0.000148638,0.000148638
149,21376.6,0.52779,0.51244,1.09174,0.89044,0.83835,0.91692,0.8084,0.54533,0.65594,1.09021,0.000145895,0.000145895,0.000145895
150,21597.8,0.53044,0.50887,1.09093,0.89,0.83902,0.91672,0.80788,0.54513,0.65642,1.09005,0.000143166,0.000143166,0.000143166
151,21839.8,0.53532,0.51575,1.09321,0.8834,0.84398,0.91711,0.80831,0.54536,0.65645,1.09055,0.000140452,0.000140452,0.000140452
152,21971.4,0.52773,0.50752,1.08978,0.88717,0.8408,0.91751,0.80839,0.54479,0.65571,1.09037,0.000137752,0.000137752,0.000137752
153,22256.4,0.53177,0.51279,1.08861,0.88478,0.84278,0.91765,0.80913,0.54492,0.65553,1.09057,0.000135067,0.000135067,0.000135067
154,22520.7,0.52402,0.50626,1.08675,0.88916,0.8401,0.91782,0.80964,0.54507,0.65565,1.09082,0.000132398,0.000132398,0.000132398
