epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,7997.26,0.5516,0.5217,1.09525,0.91463,0.77898,0.86558,0.71933,0.66554,0.94085,1.2526,5.27159e-05,5.27159e-05,5.27159e-05
181,8047.23,0.52598,0.50313,1.07467,0.9105,0.78655,0.86597,0.71962,0.66099,0.94706,1.24319,5.03858e-05,5.03858e-05,5.03858e-05
182,8084.44,0.55006,0.52261,1.08562,0.91974,0.78815,0.86286,0.72021,0.66363,0.94853,1.25119,4.8107e-05,4.8107e-05,4.8107e-05
183,8138.59,0.55287,0.52397,1.09119,0.91139,0.78622,0.86048,0.71858,0.66104,0.92413,1.2482,4.58798e-05,4.58798e-05,4.58798e-05
184,8189.76,0.54393,0.50399,1.07944,0.90885,0.79426,0.86222,0.71802,0.65477,0.91238,1.24389,4.37048e-05,4.37048e-05,4.37048e-05
185,8275.87,0.53309,0.49285,1.07733,0.91023,0.79448,0.86331,0.71537,0.66623,0.92867,1.25535,4.15823e-05,4.15823e-05,4.15823e-05
186,8319.64,0.53499,0.51603,1.07668,0.90639,0.79023,0.86175,0.71473,0.67185,0.94323,1.26827,3.95128e-05,3.95128e-05,3.95128e-05
187,8360.55,0.53155,0.5048,1.0821,0.92335,0.77681,0.86029,0.71498,0.66514,0.92579,1.26268,3.74968e-05,3.74968e-05,3.74968e-05
188,8429.26,0.53764,0.5217,1.0743,0.92114,0.78588,0.85725,0.71472,0.66792,0.94681,1.266,3.55346e-05,3.55346e-05,3.55346e-05
189,8509.1,0.54005,0.52274,1.09273,0.91647,0.78428,0.8594,0.71807,0.66285,0.94293,1.26329,3.36266e-05,3.36266e-05,3.36266e-05
190,8577.73,0.53503,0.50879,1.08597,0.91497,0.78341,0.8617,0.72165,0.66043,0.94992,1.25915,3.17732e-05,3.17732e-05,3.17732e-05
191,8815.6,0.53851,0.50332,1.07553,0.92458,0.78305,0.86388,0.7212,0.66425,0.9571,1.26004,2.99748e-05,2.99748e-05,2.99748e-05
192,9000.8,0.53417,0.4995,1.07956,0.92221,0.78173,0.86254,0.72458,0.66073,0.94826,1.26259,2.82319e-05,2.82319e-05,2.82319e-05
193,9055.62,0.53865,0.51096,1.09322,0.91596,0.7823,0.86156,0.72313,0.66979,0.94907,1.27198,2.65446e-05,2.65446e-05,2.65446e-05
194,9110.08,0.54343,0.52182,1.08535,0.90721,0.78967,0.86193,0.72148,0.66962,0.92906,1.26779,2.49134e-05,2.49134e-05,2.49134e-05
195,9187.69,0.53795,0.50591,1.09183,0.9077,0.79346,0.86452,0.72121,0.66926,0.92753,1.27162,2.33386e-05,2.33386e-05,2.33386e-05
196,9342.25,0.53938,0.51373,1.08148,0.90701,0.79537,0.86212,0.72021,0.66534,0.92616,1.26557,2.18205e-05,2.18205e-05,2.18205e-05
197,9420.76,0.53703,0.51182,1.07906,0.91354,0.78828,0.86344,0.7209,0.66971,0.94513,1.27215,2.03595e-05,2.03595e-05,2.03595e-05
198,9514.13,0.539,0.5013,1.08798,0.92605,0.77607,0.86266,0.72217,0.65947,0.92195,1.25719,1.89557e-05,1.89557e-05,1.89557e-05
199,9596.2,0.52991,0.50665,1.07246,0.92486,0.77758,0.86255,0.72021,0.66741,0.92223,1.26908,1.76096e-05,1.76096e-05,1.76096e-05
200,9716.59,0.53806,0.50409,1.08007,0.91838,0.778,0.86491,0.72277,0.66046,0.91039,1.25113,1.63214e-05,1.63214e-05,1.63214e-05
201,9776.83,0.52755,0.49694,1.07659,0.92031,0.77511,0.8654,0.72358,0.66328,0.92202,1.25631,1.50913e-05,1.50913e-05,1.50913e-05
202,9826.09,0.52376,0.49312,1.0805,0.92128,0.77395,0.86502,0.72177,0.66579,0.93131,1.2602,1.39197e-05,1.39197e-05,1.39197e-05
203,9892.9,0.51369,0.48574,1.06425,0.92043,0.78058,0.86466,0.72294,0.66675,0.94385,1.26205,1.28067e-05,1.28067e-05,1.28067e-05
204,9959.24,0.53142,0.49814,1.08005,0.9157,0.78573,0.8659,0.72322,0.66659,0.93806,1.26099,1.17525e-05,1.17525e-05,1.17525e-05
205,10022.6,0.53164,0.50883,1.07971,0.92031,0.77769,0.86405,0.72318,0.66609,0.9341,1.26119,1.07574e-05,1.07574e-05,1.07574e-05
206,10082.3,0.36888,0.29426,0.95711,0.91197,0.77235,0.85938,0.72154,0.65988,0.92032,1.25115,9.82166e-06,9.82166e-06,9.82166e-06
207,10140.6,0.37009,0.29594,0.9583,0.92055,0.7782,0.86265,0.72033,0.66892,0.93381,1.26393,8.94536e-06,8.94536e-06,8.94536e-06
208,10246.9,0.37726,0.29673,0.96772,0.92321,0.77774,0.86339,0.72075,0.67456,0.94547,1.27518,8.12871e-06,8.12871e-06,8.12871e-06
209,10373.9,0.37119,0.29206,0.96571,0.92961,0.77476,0.86399,0.71849,0.67491,0.95296,1.26937,7.37188e-06,7.37188e-06,7.37188e-06
210,10424.5,0.37171,0.2939,0.95836,0.92831,0.77509,0.86454,0.71984,0.67516,0.96222,1.27091,6.67503e-06,6.67503e-06,6.67503e-06
211,10472.6,0.36518,0.2896,0.96003,0.93114,0.77445,0.8648,0.721,0.67144,0.96663,1.27016,6.0383e-06,6.0383e-06,6.0383e-06
212,10540.9,0.36878,0.28828,0.96093,0.92632,0.7775,0.86481,0.72404,0.67017,0.96448,1.26938,5.46182e-06,5.46182e-06,5.46182e-06
213,10599.9,0.37011,0.29361,0.95414,0.92662,0.77545,0.86688,0.72414,0.67201,0.96504,1.27207,4.9457e-06,4.9457e-06,4.9457e-06
214,10653.1,0.37145,0.28913,0.95747,0.90276,0.79445,0.86594,0.72462,0.67085,0.96424,1.27211,4.49006e-06,4.49006e-06,4.49006e-06
215,10713.9,0.37249,0.29542,0.95777,0.92756,0.77806,0.8661,0.7223,0.67171,0.99541,1.2757,4.09498e-06,4.09498e-06,4.09498e-06
216,10757.3,0.37179,0.29232,0.96331,0.89842,0.79973,0.86709,0.7224,0.67054,0.96788,1.27469,3.76054e-06,3.76054e-06,3.76054e-06
217,10804.1,0.36746,0.29106,0.95751,0.92402,0.77723,0.86507,0.72289,0.67195,0.9716,1.27467,3.48682e-06,3.48682e-06,3.48682e-06
218,10844.3,0.36493,0.28687,0.95546,0.92212,0.7768,0.86437,0.72269,0.67243,0.97193,1.27652,3.27387e-06,3.27387e-06,3.27387e-06
219,10885.4,0.36699,0.2871,0.95543,0.92196,0.7766,0.8643,0.72279,0.67492,0.97782,1.28559,3.12173e-06,3.12173e-06,3.12173e-06
220,10931.7,0.36841,0.28826,0.95456,0.92276,0.7762,0.86435,0.7236,0.67027,0.97657,1.27506,3.03043e-06,3.03043e-06,3.03043e-06
